,actively_hiring,Type_of_internship,company_name,location,stipend,duration
2178,,ESG Operations,CareEdge Advisory,Mumbai,"₹ 5,000 /month",6 Months
2179,1.0,Human Resources (HR),TIME Cyber Media Private Limited,Delhi,"₹ 5,000-10,000 /month",3 Months
2180,,Backend (Data Entry),Al-Nadiyaah International,Mumbai,"₹ 4,000 /month +  Incentives",1 Week
2181,,Business Consulting And Corporate Finance,AHC Group,Mumbai,"₹ 10,000 /month",6 Months
2182,,Social Media Management,Seevo,Mumbai,"₹ 8,000 /month",6 Months
2183,,Finance & Accounts,AKSK & Associates,Jaipur,"₹ 2,000 /week",2 Weeks
2184,,Camera Assistance,Auromira Entertainment Private Limited,Bhubaneswar,"₹ 10,000-15,000 /month",6 Months
2185,,Personal Assistant,NotHuman.ai,Work From Home,"₹ 5,000 /month",3 Months
2186,1.0,Graphic Design,DeepThought Edutech Ventures Private Limited,Work From Home,"₹ 4,000 /month",6 Months
2187,,Internet Research & Business Communication,Friend In Need Trust,Delhi,"₹ 3,000 /month",3 Months
2188,1.0,Content Writing,Requin Solutions Private Limited,Jaipur,"₹ 8,000-12,000 /month",6 Months
2189,,Marketing & Design,Neuleaf Lifespace Private Limited,Pune,"₹ 18,000 /month",6 Months
2190,1.0,Subject Matter Expert (SME),Requin Solutions Private Limited,Jaipur,"₹ 8,000-10,000 /month",6 Months
2191,1.0,Business Development,Metro Brands,Mumbai,"₹ 5,000 /month",4 Months
2192,1.0,Founder's Office,Immensphere,Chennai,"₹ 20,000 /month",6 Months
2193,,Search Engine Optimization (SEO),Search Engine Optimization (SEO),Delhi,"₹ 5,000 /month",2 Months
2194,,Interior Design,Cogmac Technologies,Noida,"₹ 10,000 /month",2 Months
2195,,Sales,Excell Technology Ventures Private Limited,Pune,"₹ 10,000 /month",3 Months
2196,1.0,Marketing,Sharify Adverts,Work From Home,₹ 600 /week,1 Week
2197,,Mental Health,Antar,Jaipur,"₹ 5,000-10,000 /month",3 Months
2198,1.0,Human Resources (HR),The Souled Store,Mumbai,"₹ 10,000 /month",3 Months
2199,,Sales,Printona India,Work From Home,"₹ 2,000 /month +  Incentives",3 Months
2200,1.0,Fashion Merchandising,Peppermint Communications Private Limited,Bhiwandi,"₹ 8,000-10,000 /month",6 Months
2201,,Content Writing,Political Sampark,Delhi,"₹ 5,000 /month",3 Months
2202,,Sales,UniPin (India) Private Limited,Gurgaon,"₹ 10,000 /month",2 Months
2203,1.0,Client Servicing,Peppermint Communications Private Limited,Bhiwandi,"₹ 8,000 /month",6 Months
2204,1.0,Next.js & Blockchain Development,Metaverse Ventures Private Limited,Work From Home,"₹ 21,000-25,000 /month",6 Months
2205,1.0,Internshala Dashboard Management,NayePankh Foundation,Ghaziabad,"₹ 6,000 /month",3 Months
2206,,Learning & Development,Larsen & Toubro,Mumbai,"₹ 20,000 /month",6 Months
2207,1.0,Fundraising Internship Management,She Can Foundation,Work From Home,"₹ 6,000-8,000 /month",3 Months
2208,1.0,Fundraising Management,NayePankh Foundation,Ghaziabad,"₹ 8,000 /month",3 Months
2209,1.0,Human Resources (HR),She Can Foundation,Work From Home,Unpaid,3 Months
2210,,Interior Design,Aarekh Studio Private Limited,Work From Home,"₹ 3,500-5,000 /month",5 Months
2211,1.0,Human Resources (HR),Requin Solutions Private Limited,Jaipur,"₹ 10,000 /month",6 Months
2212,,Human Resources (HR),First Attempt,Kota,"₹ 5,000 /month",3 Months
2213,,Business Development (Sales),Ayushya,Navi Mumbai,"₹ 5,000 /month",3 Months
2214,1.0,Campus Ambassador,Ladder Media,Work From Home,Performance Based,2 Weeks
2215,1.0,Subject Matter Expert,Rancike Learning,Work From Home,"₹ 5,000 /month",2 Months
2216,1.0,Volunteering,Muskurahat Foundation,Work From Home,"₹ 5,000-10,000 lump sum",1 Month
2217,1.0,Fundraising,Muskurahat Foundation,Work From Home,"₹ 5,000-10,000 lump sum",1 Month
2218,,Business Development,Choice International Limited,Work From Home,"₹ 1,000 /month +  Incentives",2 Months
2219,,Data Entry,Contata Solutions Private Limited,Noida,"₹ 10,000 /month",6 Months
2220,,Hotel Management(Chef),Raj Consultant,Ahmedabad,"₹ 50,000 /week",6 Months
2221,,Travel & Tourism,Travel Cosmic,Mumbai,"₹ 3,000-5,000 /month",3 Months
2222,1.0,Sales,Sigma Trade Wings,Lucknow,"₹ 10,000 /month",2 Months
2223,,Search Engine Optimization (SEO),Nevina Infotech Private Limited,Ahmedabad,"₹ 7,000 /month",6 Months
2224,,Operations,Truemeds,Mumbai,"₹ 3,000-5,000 /month",3 Months
2225,,Motion Graphic Design,SpringML,Work From Home,"₹ 20,000-25,000 /month",6 Months
2226,,Telecalling (Arabic),CyberFrat,Work From Home,"₹ 3,000-5,000 /month",1 Month
2227,,Digital Marketing,Seoperation Marketing Private Limited,Ghaziabad,"₹ 5,000 /month",6 Months
2228,1.0,Lead Generation,Expertrons,Nagpur,"₹ 10,000-12,000 /month",3 Months
2229,,Subject Matter Expert (SME),Uolo Edtech,Gurgaon,"₹ 15,000 /month",3 Months
2230,1.0,Human Resources (HR),Deeesha Tech,Mumbai,"₹ 7,000 /month",3 Months
2231,1.0,Market Research,Cultfit Healthcare Private Limited,Hyderabad,"₹ 10,000 /month",1 Month
2232,1.0,Database Building/Management,Prodigy Brains,Work From Home,"₹ 1,000-2,000 /month",1 Month
2233,,Content Writing,Brandshark,Bangalore,"₹ 10,000 /month",3 Months
2234,1.0,Environmental Sciences,Earth5R,Mumbai,"₹ 6,000 /month",6 Months
2235,,Telecalling,Mumbai Educational Trust,Bandra,"₹ 15,000 /month",2 Months
2236,,Social Media Marketing,LetsCast,Bangalore,"₹ 5,000-15,000 /month",3 Months
2237,,Business Development (Sales),Eternal Robotics,Bhubaneswar,"₹ 15,000 /month",3 Months
2238,,Digital Marketing,Data Semantics Private Limited,Work From Home,"₹ 5,000 /month",3 Months
2239,,Onboarding,Aditi Tracking Support Private Limited,Mumbai,"₹ 10,000 /month",3 Months
2240,,Social Media Marketing,Why Shy?,Gurgaon,"₹ 3,000 /month",3 Months
2241,1.0,Social Media Marketing,TechWhoop,Work From Home,"₹ 3,001 /month",1 Month
2242,,Human Resources (HR),MSAG Skill India LLP,Gurgaon,"₹ 10,000 /month",3 Months
2243,1.0,Fashion Photography,Growify Digital,Delhi,"₹ 12,000 /month",6 Months
2244,,Marketing And Administration,AVA By Akriti & Aruna,Mumbai,"₹ 9,000 /month",6 Months
2245,,Business Development (Sales),Bohni Tech Private Limited,Bangalore,"₹ 5,000 /month",1 Month
2246,,Talent Acquisition,Truemeds,Mumbai,"₹ 3,000-5,000 /month",3 Months
2247,,Social Media Marketing,Chinhaartnews,Work From Home,"₹ 5,000 /month",3 Months
2248,,HR & Administration,Ellipsol Systems Private Limited,Gurgaon,"₹ 10,000 /month",2 Months
2249,1.0,Content Writing,Akrati Jewels Incorporation,Jaipur,"₹ 10,000 /month",3 Months
2250,,Search Engine Optimization (SEO),Kenovate Solutions,Delhi,"₹ 5,000-10,000 /month",3 Months
2251,,Search Engine Optimization (SEO),Admire Media,Mumbai,"₹ 5,000 /month",3 Months
2252,1.0,Marketing & Sales,PayNet Systems Private Limited,Work From Home,"₹ 10,000 /month",3 Months
2253,1.0,Qt/Qml/C/C++ Software Development,Vyorius Drones Private Limited,Work From Home,"₹ 3,000 /month",2 Months
2254,,Human Resources (HR),BVC Logistics,Mumbai,"₹ 5,000 /month",1 Month
2255,,Graphic Design & Social Media,42fps Productions,Mumbai,"₹ 5,000-7,500 /month",3 Months
2256,,Virtual Assistance,CreditZilla,Work From Home,"₹ 6,000 /month +  Incentives",4 Months
2257,,Digital Marketing & Business Development (Sales),MINDEXA EDUCATIONAL PRIVATE LIMITED,Work From Home,"₹ 1,000 /month +  Incentives",2 Months
2258,,Business Development (Sales),Square D Circle,Work From Home,"₹ 5,000 lump sum +  Incentives",2 Months
2259,,Customer Relationship,PrayogPeti,Pune,"₹ 5,000 /month +  Incentives",3 Months
2260,1.0,Social Media Marketing,Sharify Adverts,Work From Home,₹ 600 /week,1 Week
2261,,Business Development (Sales),ComXR,Mumbai,"₹ 10,000-15,000 /month",3 Months
2262,,Research & Development,I2CURE,Gurgaon,"₹ 15,000 /month",6 Months
2263,,E-commerce Operations,Jaiswal Industries,Ghaziabad,"₹ 8,000 /month",6 Months
2264,,Business Development & Digital Marketing,Pink Salt,Mumbai,"₹ 5,000 /month",2 Months
2265,,Script Writing For Social Media,Clever Growth Private Limited,Work From Home,"₹ 7,000-11,000 /month",2 Months
2266,,Clinical Research,Zyla Health,Gurgaon,"₹ 15,000 /month",6 Months
2267,1.0,Social Media Marketing,Megabits Advertisements,Work From Home,₹ 700 /week,1 Week
2268,1.0,Cinema 4D General Design,Dobby Ads,Work From Home,"₹ 15,000-20,000 /month",3 Months
2269,,SEO,DigiMarkLand,Ghaziabad,"₹ 2,000 /month",5 Months
2270,,Business Development (Sales),GrowEats,Work From Home,"₹ 2,500 /month +  Incentives",1 Month
2271,1.0,Operations,Sharify Adverts,Work From Home,₹ 600 /week,1 Week
2272,1.0,Marketing,Urbot,Delhi,"₹ 5,000-10,000 /month",6 Months
2273,1.0,Digital Marketing,Meserii,Delhi,"₹ 5,000-10,000 /month",2 Months
2274,1.0,WordPress Development,PatilKaki,Work From Home,"₹ 3,000 /month",3 Months
2275,1.0,Camera Assistance,Paathshala Spark,Pune,"₹ 10,000 /month",3 Months
2276,,"Networking, Sales & Digital Marketing",Lavvish Men's Boutique,Indore,"₹ 3,000 /month +  Incentives",1 Month
2277,1.0,Academic Counseling,Bucketlist,Bangalore,"₹ 3,000-6,000 /month",2 Months
2278,,Unity Development,Warpan Games,Work From Home,"₹ 1,000 /month",2 Months
2279,,Content & E-Commerce Management,CALINE,Gurgaon,"₹ 7,000-10,000 /month",3 Months
2280,1.0,Subject Matter Expert (SME) - Chemistry (Video Solutions),Endeavor Academy,Work From Home,"₹ 5,000 /month +  Incentives",6 Months
2281,,Admission,Azim Premji University,Bangalore,"₹ 12,000 /month",3 Months
2282,1.0,Accounts,Netgains,Chandigarh,"₹ 10,000-15,000 /month",3 Months
2283,1.0,CA Subject Matter Expert (Accounts & Finance),Requin Solutions Private Limited,Jaipur,"₹ 10,000 /month",6 Months
2284,1.0,Business Development Management ( BDM) Female,Requin Solutions Private Limited,Jaipur,"₹ 10,000 /month",6 Months
2285,1.0,Academic Content Creation,Hikewise,Work From Home,"₹ 5,000 /month",2 Months
2286,,Client Servicing,Outmarch,Work From Home,"₹ 10,000 /month",3 Months
2287,1.0,Video Content Creation,Grivaa Consultancy Services,Work From Home,"₹ 4,000-8,000 /month",1 Month
2288,,UX/UI Design,Brihat Infotech Private Limited,Work From Home,"₹ 2,000 /month",3 Months
2289,1.0,Environmental Studies,JS Water Energy Life Company,Gurgaon,"₹ 10,000 /month",3 Months
2290,1.0,Human Resources (HR),Axis Consultants,Delhi,"₹ 5,000 /month",2 Months
2291,1.0,Social Media Marketing,BBW Education (OPC) Private Limited,Work From Home,"₹ 3,500 /month",6 Months
2292,1.0,Backend Development,Skincare Research LLC,Work From Home,"₹ 15,000-22,000 /month",3 Months
2293,1.0,Front End Development,Skincare Research LLC,Work From Home,"₹ 15,000-22,000 /month",3 Months
2294,,People Partner,Koot Wellness Pvt Limited,Work From Home,"₹ 5,000-10,000 /month",6 Months
2295,1.0,Pre-Sales Telecalling (Real Estate),Reflex Realty LLP,Mumbai,"₹ 6,000-8,000 /month",3 Months
2296,1.0,Game Designing (Unreal Engine 5),MB Softech Consultants,Work From Home,"₹ 5,000-15,000 /month",1 Month
2297,,SW Developer,EVage Automative Private Limited,Chennai,"₹ 10,000 /month",3 Months
2298,1.0,Web Development,Grivaa Consultancy Services,Work From Home,"₹ 5,000-8,000 /month",1 Month
2299,,Social Media Marketing,Kalasa Constructions,Work From Home,"₹ 4,000 /month",6 Months
2300,1.0,Graphic Design,Shubh International,Work From Home,"₹ 8,000 /month",2 Months
2301,1.0,Social Media Marketing,Grivaa Consultancy Services,Work From Home,"₹ 4,000-6,000 /month",2 Months
2302,1.0,Human Resources (HR),HDFC Securities,Mumbai,"₹ 4,000 /month",2 Months
2303,,Sales,House Of Hiranandani,Mumbai,"₹ 10,000 /month",6 Months
2304,1.0,Graphic Design (iPad Art),Lawtech,Work From Home,"₹ 6,000-8,000 /month",3 Months
2305,,Graphic Design,Ayan,Work From Home,"₹ 5,000 /month",5 Months
2306,1.0,Business Development (Sales),Digi Grow Hub Education,Pune,"₹ 3,000 /month",3 Months
2307,1.0,Telecalling,Digi Grow Hub Education,Pune,"₹ 4,000 /month +  Incentives",3 Months
2308,1.0,Digital Marketing,Lawtech,Work From Home,"₹ 6,000-8,000 /month",3 Months
2309,,Fashion Design & Merchandising,Beauty Love Madness,Villupuram,"₹ 10,000 /month",6 Months
2310,1.0,Subject Matter Expert (SME)- Mechanical Engineering,Endeavor Academy,Work From Home,"₹ 5,000 /month +  Incentives",6 Months
2311,1.0,Subject Matter Expert (SME) - Operation Management,Endeavor Academy,Work From Home,"₹ 5,000 /month +  Incentives",6 Months
2312,1.0,Subject Matter Expert (SME) - Statistics And Probability,Endeavor Academy,Work From Home,"₹ 5,000 /month +  Incentives",6 Months
2313,1.0,Subject Matter Expert (SME) - Advanced Math,Endeavor Academy,Work From Home,"₹ 5,000 /month +  Incentives",6 Months
2314,1.0,Subject Matter Expert (SME) - Chemistry,Endeavor Academy,Work From Home,"₹ 5,000 /month +  Incentives",6 Months
2315,1.0,Operations,Digi Grow Hub Education,Pune,"₹ 3,000 /month",3 Months
2316,1.0,HR Consultant,Digi Grow Hub Education,Pune,"₹ 4,000 /month",2 Months
2317,,Digital Marketing,BlueMedix - Retail Chain Pharmacy,Work From Home,"₹ 2,000 /month +  Incentives",3 Months
2318,1.0,Business Development (Sales),Aragon AI,Work From Home,"₹ 20,000 /month",6 Months
2319,,Business Development (Sales),Wealthoo Fintech Private Limited,Work From Home,"₹ 3,000 /month +  Incentives",2 Months
2320,1.0,Machinery Reseach,PatilKaki,Work From Home,"₹ 3,000 /month",3 Months
2321,,Media & Public Relations (PR),Sterlyn Silver Jewelry,Work From Home,"₹ 4,000 /month +  Incentives",2 Months
2322,1.0,Sales Consultant,Avancer Corporation,Delhi,"₹ 10,000 /month",6 Months
2323,1.0,Digital Marketing,Unbound,Work From Home,"₹ 6,000-10,000 /month",2 Months
2324,,Digital Marketing,Interioverse Design Private Limited,Bangalore,"₹ 2,000 /month +  Incentives",3 Months
2325,1.0,Derivatives Trading,Density Exchange,Work From Home,"₹ 4,000 /month +  Incentives",2 Months
2326,1.0,Crypto Trading,Density Exchange,Work From Home,"₹ 3,000 /month +  Incentives",2 Months
2327,1.0,Technical Content Writing,Across The Globe (ATG),Work From Home,"₹ 2,500 /month +  Incentives",6 Months
2328,1.0,UI/UX Design,Across The Globe (ATG),Work From Home,"₹ 3,000 /month +  Incentives",6 Months
2329,,Marketing,The People Order,Mumbai,"₹ 15,000 /month",6 Months
2330,,Content Writing,Automartz,Work From Home,"₹ 1,000 /month",2 Months
2331,1.0,Subject Matter Expert (Statistics),Himanshi Sharma,Work From Home,"₹ 5,000-6,000 /month",3 Months
2332,1.0,Social Media Creative Design & Content Writing,Elivaas,Gurgaon,"₹ 16,000-22,000 /month",3 Months
2333,1.0,Backend Development,Ostello India Private Limited,Work From Home,"₹ 8,000-15,000 /month",4 Months
2334,1.0,Subject Matter Expert (SME)- Civil Engineering,Endeavor Academy,Work From Home,"₹ 5,000 /month +  Incentives",6 Months
2335,1.0,Subject Matter Expert (SME) - Statistics (Video Solutions),Endeavor Academy,Work From Home,"₹ 5,000 /month +  Incentives",6 Months
2336,1.0,Subject Matter Expert (SME) - Calculus (Video Solutions),Endeavor Academy,Work From Home,"₹ 5,000 /month +  Incentives",6 Months
2337,1.0,PHP Development,Bumppy Media Private Limited,Noida,"₹ 10,000-15,000 /month",6 Months
2338,1.0,Subject Matter Expert (SME) - Economics,Endeavor Academy,Work From Home,"₹ 18,000 /month",6 Months
2339,,Accounting,Sevarth Mission Foundation,Noida,"₹ 5,000-6,000 /month",3 Months
2340,1.0,Faculty In Sociology (Ignou),Hikewise,Work From Home,"₹ 10,000 lump sum",2 Months
2341,,Content Creation,Maheen Jain,Work From Home,"₹ 5,000 /month",6 Months
2342,1.0,Tech,The Souled Store,Mumbai,"₹ 10,000 /month",3 Months
2343,1.0,Event Execution,Goodera,Bangalore,"₹ 10,000-15,000 /month",3 Months
2344,1.0,Human Resources (HR),Digi Grow Hub Education,Pune,"₹ 5,000 /month",2 Months
2345,1.0,Computer Faculty (IGNOU),Hikewise,Work From Home,"₹ 10,000 lump sum",2 Months
2346,1.0,General Management,The Affordable Organic Store,Work From Home,"₹ 5,000 /month",6 Months
2347,,Digital Marketing,Teqlawn Solutions,Work From Home,"₹ 3,000 /month",6 Months
2348,1.0,Computer Vision,Factacy.Ai,Gurgaon,"₹ 15,000 /month",3 Months
2349,1.0,Statistics Faculty (Ignou Syllabus),Hikewise,Work From Home,"₹ 10,000 lump sum",2 Months
2350,1.0,Pre Sales,Akshar Group,Thane,"₹ 7,000-12,000 /month",6 Months
2351,1.0,Quality Assurance (Business/Humanities),Solvitude,Work From Home,"₹ 5,000-10,000 /month",2 Months
2352,,Social Media Marketing,Shubham Nari Shakti Mahila Kalyan Samiti,Work From Home,Unpaid,3 Months
2353,1.0,Talent Acquisition,Marpu Foundation,Work From Home,Unpaid,1 Week
2354,1.0,Human Resources (HR),Marpu Foundation,Work From Home,Unpaid,1 Week
2355,,Communication,The Coalition for Food and Nutrition Security,Delhi,Unpaid,2 Months
2356,1.0,Recruitment,Marpu Foundation,Work From Home,Unpaid,1 Week
2357,1.0,Content Writing,Marpu Foundation,Work From Home,Unpaid,1 Week
2358,1.0,Content Development (English),Marpu Foundation,Work From Home,Unpaid,1 Week
2359,1.0,Creative Writing,Marpu Foundation,Work From Home,Unpaid,1 Week
2360,1.0,Crowdfunding/Fundraising,Pawzz,Work From Home,"₹ 1,500-10,000 /month",1 Month
2361,1.0,Blogging,Marpu Foundation,Work From Home,Unpaid,1 Week
2362,1.0,14 Day Virtual Charity Drive,Pawzz,Work From Home,"₹ 1,500-7,000 lump sum",2 Weeks
2363,,Campus Ambassador,Khushi Properties,Noida,Performance Based,2 Months
2364,1.0,Business Development (Sales),Skillarena Education Technologies,Work From Home,"₹ 10,000 lump sum +  Incentives",1 Month
2365,,E-Commerce Marketing,Mitahara Healthy Food Private Limited,Work From Home,"₹ 1,000 /week +  Incentives",4 Months
2366,,Digital Marketing,Antarangni Interior Private Limited,Bangalore,"₹ 7,500 /month",6 Months
2367,,Marketing,Micro Village Communications Private Limited,Bangalore,"₹ 5,000-8,000 /month",3 Months
2368,,Social Media Marketing,Social Pill,Work From Home,"₹ 5,000 /month",6 Months
2369,,Customer Service,Futopia Global Private Limited,Noida,"₹ 5,000 /month",3 Months
2370,,Packaging Graphic Design,MK Printpack,Mumbai,"₹ 10,000 /month",1 Month
2371,,Social Media Marketing,Samachar Live,Work From Home,"₹ 2,000 /month",3 Months
2372,,WordPress Development,Ignis Tech Solutions,Work From Home,"₹ 5,000 /month",6 Months
2373,,Graphic Design,Corporate Line,Work From Home,"₹ 4,000-8,000 /month",2 Months
2374,,Content Writing,YMGrad,Delhi,"₹ 10,000 /month",3 Months
2375,,Business Development (Sales),WinningEdge Solutions LLC,Work From Home,"₹ 10,000 /month",3 Months
2376,,Video Making/Editing,Realtzo,Work From Home,"₹ 3,000-4,000 /month",3 Months
2377,,Digital Marketing,Clikin Tech,Work From Home,"₹ 1,000 /month",3 Months
2378,1.0,Concept Artist Level Design (Game Development Unreal Engine 5),MB Softech Consultants,Work From Home,"₹ 5,000-15,000 /month",1 Month
2379,,Architecture,Inara Buildcon,Faridabad,"₹ 3,000 /month",2 Months
2380,,Marketing,Jain Aviation International,Ranchi,"₹ 6,000 /month",3 Months
2381,,Content Writing,Karan Masoun,Work From Home,"₹ 7,000 /month",3 Months
2382,,Content Creation,Surendaran J,Work From Home,"₹ 4,000-6,000 /month",3 Months
2383,,Business Development (Sales),SOLRUF INDIA PRIVATE LIMITED,Work From Home,"₹ 5,000-7,000 /month",3 Months
2384,,Business Development (Sales),Stockwood Dealzo (OPC) Private Limited,Work From Home,"₹ 5,000 /month",3 Months
2385,1.0,Sales & Marketing,Eupheus Learning,Delhi,"₹ 7,000 /month",1 Month
2386,,Social Media Marketing,Cherishables.in,Work From Home,"₹ 2,000 /month +  Incentives",1 Month
2387,,Graphic Design,Volunteer For India,Chennai,Unpaid,2 Months
2388,1.0,Operations,GEMA Education Technology Private Limited,Work From Home,"₹ 2,000 /month",6 Months
2389,,Graphic Design,Mycorporate Info,Work From Home,"₹ 5,000 /month",2 Months
2390,,Software Development,Roadson Motors Private Limited,Ernakulam,"₹ 4,000-12,000 /month",6 Months
2391,,Illustration,Safety Troop,Work From Home,"₹ 6,000-8,000 /month",3 Months
2392,1.0,Copywriting,Marpu Foundation,Work From Home,Unpaid,1 Week
2393,1.0,Business Development (Sales),PatilKaki,Work From Home,"₹ 3,000 /month",3 Months
2394,,Retail Buyer,Divergent Infoconnect,Work From Home,"₹ 2,500 /month",6 Months
2395,,Web Development,Keerthi Bizplus4u IT Services Private Limited,Work From Home,"₹ 1,000 /month",2 Months
2396,1.0,Email Marketing,GEMA Education Technology Private Limited,Work From Home,"₹ 1,000 /month",1 Month
2397,,Business Development (Sales),Careernomy Academy,Patna,"₹ 6,000 /month +  Incentives",3 Months
2398,,Telecalling,KRISHNA PATHAK,Bangalore,"₹ 10,000 /month",3 Months
2399,,Digital Marketing,Simply Shopy,Chennai,"₹ 5,000 /month",3 Months
2400,1.0,Virtual Assistant and Tech Support,Nistha Trehun,Work From Home,"₹ 15,000-30,000 /month",6 Months
2401,,Blockchain Development,NFJ Labs Private Limited,Bangalore,"₹ 20,000-35,000 /month",3 Months
2402,,Creative Images Curation,Décor On A Dime India,Work From Home,"₹ 2,000 /month",1 Month
2403,,Digital Marketing,Academic Fight,Jamshedpur,"₹ 5,000-8,000 /month",2 Months
2404,,Digital Marketing,My3DSelfie,Bangalore,"₹ 2,000 /month",3 Months
2405,,Photoshoot,Stone Soup Communication LLP,Mumbai,"₹ 5,000 /month",3 Months
2406,,Business Development (Sales),Teesa Home,Work From Home,"₹ 5,000 /month",2 Months
2407,1.0,Portfolio Management Analysis,Density Exchange,Work From Home,"₹ 3,000 /month +  Incentives",2 Months
2408,,Digital Marketing,Investors Avenue,Zirakpur,"₹ 10,000 /month",3 Months
2409,,Graphic Design,Thinking Dots Studio Private Limited,Ahmedabad,"₹ 6,000 /month",6 Months
2410,,Business Development (Sales),Mass Infotech,Work From Home,"₹ 5,000 /month",3 Months
2411,,Human Resources (HR),Ensemble,Mumbai,"₹ 15,000 /month",4 Months
2412,,International Business Development,Vegavid Technology,Work From Home,"₹ 5,000 /month +  Incentives",2 Months
2413,,Human Resources (HR),Jetking,Gurgaon,"₹ 6,000 /month",6 Months
2414,,Architecture,Unicorn Designs,Faridabad,"₹ 8,000 /month",6 Months
2415,,3D Modeling,Quleep Private Limited,Work From Home,"₹ 1,500 /month",3 Months
2416,,Marketing,Eggoz Nutrition,Gurgaon,"₹ 10,000-15,000 /month",3 Months
2417,,Marketing,The Prakriti Story,Jaipur,"₹ 5,000-10,000 /month",4 Months
2418,,Accounts & Taxation,S.L. Deepak & Associates,South,"₹ 3,000 /month",6 Months
2419,,Law/Legal,Lawbriefcase,Delhi,"₹ 3,000-5,000 /month",6 Months
2420,,Online Marketing,Sree Saroj Mines And Minerals,Hyderabad,"₹ 7,000 /month",3 Months
2421,,Accounts,Kenmark Tech Solutions,Mumbai,"₹ 7,000 /month",6 Months
2422,,Digital Marketing,Switcher India,Bangalore,"₹ 20,000 /month",6 Months
2423,1.0,Node.js Development (Backend),Rydeu Logistics UG,Work From Home,"₹ 12,000-15,000 /month",6 Months
2424,,Content Writing,Professional Utilities,Delhi,"₹ 5,000-8,000 /month",3 Months
2425,,Business Development (Sales),Ahinsa Residency,Delhi,"₹ 8,000-10,000 /month",2 Months
2426,,Sales,Beryl & Kartel,Work From Home,"₹ 3,000 /month +  Incentives",3 Months
2427,,Architecture (B.Arch),Singh Design Studio,Delhi,"₹ 5,000 /month",6 Months
2428,1.0,Social Media Marketing,Muscle Asylum,Faridabad,"₹ 10,000 /month",2 Months
2429,,Motion Graphics,Jumpingminds AI Labs Private Limited,Work From Home,"₹ 15,000-30,000 /month",6 Months
2430,,Social Media Marketing,ASGenes,Work From Home,"₹ 2,000 lump sum",2 Months
2431,,Business Development,The Green Bear Academy,Indore,"₹ 2,000 /month +  Incentives",1 Month
2432,,Marketing,Savitri Devi,Gurgaon,"₹ 10,000 /month",3 Months
2433,,Inside Sales,Euronoxx Reserves,Work From Home,"₹ 7,000 /month",3 Months
2434,,Marketing,Gaurav Gupta,Delhi,"₹ 2,000 /month",2 Months
2435,,Human Resources (HR),K G Somani & Co LLP,Delhi,"₹ 6,000 /month",6 Months
2436,,Media & Public Relations (PR),WrapCart,Work From Home,"₹ 2,000 /month",2 Months
2437,,Ad Sales,Seeders Media LLP,Gurgaon,"₹ 8,000-12,000 /month",2 Months
2438,1.0,Shopify Development & Design,Growify Digital,Delhi,"₹ 12,000 /month",6 Months
2439,,Renewable Energy (GRACC),Inspire Clean Energy,Chennai,"₹ 7,000 /month",3 Months
2440,,Operations,GaadiFix,Mumbai,"₹ 5,000-7,000 /month",3 Months
2441,1.0,Human Resources (HR),Reliance Brands Limited,Mumbai,"₹ 10,000 /month",6 Months
2442,,Digital Marketing,Strokes And Strands,Work From Home,"₹ 2,000 /month +  Incentives",2 Months
2443,,Business Strategy,Eminent Technologies Solutions,Delhi,"₹ 2,000 /month",2 Months
2444,,Operations,Urban Company,Bangalore,"₹ 18,000 /month",4 Months
2445,,Data Entry,Shopsky Store Private Limited,Jaipur,"₹ 6,000-10,000 /month",2 Months
2446,1.0,Core PHP Development,C-Quel Management Services Private Limited,Work From Home,"₹ 25,000 /month",6 Months
2447,,Accounts,Goodwill Fabrics Private Limited,Bangalore,"₹ 4,000-8,000 /month",6 Months
2448,1.0,Sales,Uboard India Limited,Delhi,"₹ 7,000-10,000 /month",3 Months
2449,1.0,WordPress Development,Kshitiksha Foundation,Work From Home,Unpaid,1 Month
2450,1.0,Sales & Data Collection,Dancers Of India,Mumbai,"₹ 7,000-12,000 /month",3 Months
2451,1.0,Audit Assistance,V A N S & Associates,Mumbai,"₹ 6,000 /month +  Incentives",6 Months
2452,,Customer Service,Acme Services,Mumbai,"₹ 15,000 /month",3 Months
2453,,Fashion Design,Krifas,Bangalore,"₹ 3,000 /month",3 Months
2454,1.0,Hardware Design Engineering,Faclon,Thane,"₹ 6,000-8,000 /month",3 Months
2455,1.0,Poetry Writing (Hindi & English),K4craft,Work From Home,"₹ 5,000 /month",1 Month
2456,,Search Engine Optimization (SEO),Avizo Industries Private Limited,Work From Home,"₹ 2,000-5,000 /month",4 Months
2457,,Backend Operations,Keemaya Overseas Education Services,Delhi,"₹ 10,000 /month",6 Months
2458,1.0,Embedded Systems Engineering,Faclon,Thane,"₹ 6,000-8,000 /month",3 Months
2459,1.0,Accounting & Bookkeeping,Gigde Global Solutions Private Limited,Noida,"₹ 10,000 /month",6 Months
2460,,Business Development (Sales),The Boho Travellers,Thane,"₹ 3,000 /month",6 Months
2461,,Data Curation,Pick My Work,Work From Home,"₹ 20,000 /month +  Incentives",6 Months
2462,1.0,Client Servicing,4AM Worldwide Advertising Private Limited,Mumbai,"₹ 10,000 /month",3 Months
2463,1.0,Web Development,Upgradx,Work From Home,"₹ 2,000 /month",3 Months
2464,,International Business Development,Akash Enterprises,Indore,"₹ 2,000 /month +  Incentives",1 Month
