,actively_hiring,Type_of_internship,company_name,location,stipend,duration
5519,1.0,Social Media Marketing,GenElek Technologies Private Limited,Delhi,"₹ 2,000-10,000 /month",2 Months
5520,,Accounts & Admin,Regional Public Relations,Noida,"₹ 10,000 /month",6 Months
5521,,Marketing,Nebula Robotics,Work From Home,"₹ 10,000 /month",6 Months
5522,,Recruitment,VRE Consulting Private Limited,Pune,"₹ 5,000 /month +  Incentives",6 Months
5523,,Business Development (Sales),DSF Pvt.Ltd,Work From Home,"₹ 5,000-10,000 /month",3 Months
5524,,Social Media Marketing,Modvilla,Delhi,"₹ 5,000 /month",2 Months
5525,,Human Resources (HR),Superbottoms,Work From Home,"₹ 7,000 /month",3 Months
5526,1.0,Human Resources (HR),9Heaven,Delhi,"₹ 3,000 /month",3 Months
5527,1.0,Business Development (Sales),Jawed Habib Hair & Beauty Limited,Thane,"₹ 5,000 /month +  Incentives",6 Months
5528,,Graphic Design,Skillnuts,Pune,"₹ 5,000 /month",6 Months
5529,1.0,Mechanical Engineering,GenElek Technologies Private Limited,Delhi,"₹ 2,000-10,000 /month",2 Months
5530,,Customer Success,Analytics Vidhya,Gurgaon,"₹ 20,000 /month",6 Months
5531,,Web Development - Angular,Tecvolo Labs,Work From Home,"₹ 5,000 /month",6 Months
5532,,Digital Marketing,Social Hathi India Private Limited,Work From Home,"₹ 3,000 /month",3 Months
5533,1.0,Digital Marketing,Allo Innoware,Work From Home,"₹ 3,000-5,000 /month",3 Months
5534,,Business Development (Sales),ShishuPuram,Bangalore,"₹ 10,000 /month",3 Months
5535,,Business Development (Sales),BrandsPay,Work From Home,"₹ 6,000-15,000 /month",6 Months
5536,,Recruitment Consultant,FutureLeap,Delhi,"₹ 5,000 /month +  Incentives",3 Months
5537,,Architecture,Locus Design Works,Indore,"₹ 4,000-6,000 /month",3 Months
5538,1.0,Sales & Marketing,Ideastack Solutions Private Limited,Mumbai,"₹ 8,000 /month",6 Months
5539,1.0,Operations,DGS Translogistics India Private Limited,Vapi,"₹ 5,000 /month",3 Months
5540,,Social Media Marketing,SVF Entertainment Private Limited,Kolkata,"₹ 7,000-10,000 /month",3 Months
5541,,Electronics Engineering,Miko,Mumbai,"₹ 8,000-10,000 /month",3 Months
5542,,Social Media,Beige Couture,Chennai,"₹ 12,000 /month",6 Months
5543,1.0,Social Media Marketing,GyFTR,Delhi,"₹ 15,000 /month",3 Months
5544,,Agriculture & Food Engineering,Majikel,Thiruvananthapuram,"₹ 10,000-12,000 /month",3 Months
5545,1.0,Operations,DGS Translogistics India Private Limited,Bikaner,"₹ 5,000 /month",3 Months
5546,,Digital Marketing,Ibrat Innovations,Delhi,"₹ 10,000-12,000 /month",3 Months
5547,,Business Development,Implica Global,Work From Home,"₹ 1,000 /month +  Incentives",3 Months
5548,,App Marketing,AppStarrs,Work From Home,"₹ 2,000 /month",2 Months
5549,,Sustainability/ Environmental Social Governance (ESG),Satya Microcapital,Noida,"₹ 8,000 /month",3 Months
5550,,Inside Sales,Dheya,Work From Home,"₹ 10,000 /month",3 Months
5551,,Human Resources (HR),KraftPixel,Work From Home,"₹ 2,500 /month",6 Months
5552,1.0,Motion Graphics,Creatiwise,Work From Home,"₹ 12,000-20,000 /month",6 Months
5553,,Video Making/Editing,Strode Experiences,Pune,"₹ 10,000 /month",3 Months
5554,1.0,Online Bidding,Dovelp IT Services Private Limited,Delhi,"₹ 5,000-15,000 /month",6 Months
5555,,Software Engineering (Python/Django/ReactJS),Atom11,Work From Home,"₹ 10,000-15,000 /month",6 Months
5556,,Video Making/Editing,Drugresearch.in,Work From Home,"₹ 5,000 /month",6 Months
5557,,Human Resources (HR),TericSoft Technology Solutions Private Limited,Hyderabad,"₹ 10,000 /month",6 Months
5558,1.0,Social Media Marketing,Nei Native Lifestyle Private Limited,Mumbai,"₹ 7,000 /month",6 Months
5559,,Search Engine Optimization (SEO),Sanat Overseas,Work From Home,"₹ 2,000-5,000 /month",6 Months
5560,,Graphic Design,BookMYKlient,Work From Home,"₹ 3,000-5,000 /month",3 Months
5561,1.0,Graphic Design,Creatiwise,Work From Home,"₹ 15,000-20,000 /month",6 Months
5562,,Sales &  Marketing,Lex Axiom,Noida,"₹ 5,000 /month +  Incentives",6 Months
5563,,Digital Marketing,BookMYKlient,Work From Home,"₹ 3,000-5,000 /month",3 Months
5564,,Copy Editing & Voiceover,NEWS 8 TELEVISION NETWORK PVT. LTD.,Bhubaneswar,"₹ 3,000-4,000 /month",3 Months
5565,1.0,Graphic Design,Creatiwise,Work From Home,"₹ 15,000-20,000 /month",6 Months
5566,,Photo Editing & Graphic Design,Abhika Gems & Jewels,Surat,"₹ 5,000-10,000 /month",2 Months
5567,,Business Development (Sales),Code Brackets Software Solutions Private Limited,Kolkata,"₹ 4,500-5,000 /month",3 Months
5568,1.0,Graphic Design Coordination,Creatiwise,Work From Home,"₹ 15,000-20,000 /month",6 Months
5569,1.0,UX/UI Design,Creatiwise,Work From Home,"₹ 12,000-21,000 /month",6 Months
5570,,Jounalism,Business Upturn,Work From Home,"₹ 1,000 /month",2 Months
5571,,Digital Marketing,MakeIndias,Varanasi,"₹ 2,000-2,500 /month",3 Months
5572,1.0,Content Development (English),Infoware,Ahmedabad,"₹ 5,000 /month",4 Months
5573,1.0,Telecalling - Gujarati,Peppermint Communications Private Limited,Work From Home,"₹ 7,000 /month",2 Months
5574,1.0,Operations,DGS Translogistics India Private Limited,Jodhpur,"₹ 5,000 /month",3 Months
5575,1.0,WordPress Development,Triadic Infosolutions,Hyderabad,"₹ 12,000 /month",6 Months
5576,1.0,Operations,DGS Translogistics India Private Limited,Ahmedabad,"₹ 5,000 /month",3 Months
5577,1.0,Business Development (Sales),Dovelp IT Services Private Limited,Work From Home,"₹ 5,000-12,000 /month",6 Months
5578,,E-commerce Operations,B'Infinite,Jaipur,"₹ 6,000 /month",3 Months
5579,,Digital Marketing,WebSenor InfoTech,Udaipur,"₹ 3,500 /month",3 Months
5580,,Business Development (Sales),Designer Stitch,Work From Home,"₹ 8,000 /month +  Incentives",4 Months
5581,,Content Writing (SEO Friendly),GetSetHome,Mumbai,"₹ 5,000-10,000 /month",3 Months
5582,,Flutter Development,Aarvy Technologies,Gurgaon,"₹ 7,000-10,000 /month",6 Months
5583,1.0,API Development,Artyvis Technologies Private Limited,Work From Home,"₹ 10,000 /month",3 Months
5584,1.0,Data & MIS (Operations),SuperMoney,Mumbai,"₹ 20,000 /month",3 Months
5585,,Social Media Marketing,Shri Vasu Herbals,Noida,"₹ 5,000 /month",4 Months
5586,,Digital Marketing,Lamp Post Media,Tiruchirappalli,"₹ 10,000 /month",3 Months
5587,,Graphic Design,Picktime,Hyderabad,"₹ 15,000 /month",6 Months
5588,1.0,Technical Sales,Dovelp IT Services Private Limited,Mumbai,"₹ 5,000-12,000 /month",6 Months
5589,1.0,Digital Marketing,QuadB Tech,Ludhiana,"₹ 5,000-15,000 /month",6 Months
5590,1.0,Research & Development - Campaign Strategy,Think Of It Foundation,Work From Home,Unpaid,4 Months
5591,1.0,Research & Intelligence,Think Of It Foundation,Work From Home,Unpaid,4 Months
5592,1.0,Research & Development,Think Of It Foundation,Work From Home,Unpaid,4 Months
5593,1.0,Quality Assurance (QA),InGen Dynamics Inc. (Part Of AH Dynamics And Robotics Private Limited),Work From Home,"₹ 3,000 lump sum",3 Months
5594,,Photography & Videography (Event Based),Fitspire - Aspire To Fitness,Delhi,"₹ 3,000-5,000 lump sum",2 Weeks
5595,1.0,Graphic Design,Dovelp IT Services Private Limited,Work From Home,"₹ 5,000-10,000 /month",6 Months
5596,1.0,ReactJS,Peritus AI Private Limited,Work From Home,"₹ 30,000 /month",5 Months
5597,,Social Media Marketing,Fork Media Group,Mumbai,"₹ 6,000-8,000 /month",3 Months
5598,1.0,Business Analysis-2,InGen Dynamics Inc. (Part Of AH Dynamics And Robotics Private Limited),Work From Home,"₹ 3,000 lump sum",3 Months
5599,1.0,Product Association,Faclon,Mumbai,"₹ 8,000-10,000 /month",3 Months
5600,,Business Development (Sales),ScienceUtsav,Mangaluru,"₹ 15,000-20,000 /month",6 Months
5601,1.0,UI Development,Avancer Corporation,Delhi,"₹ 7,000-10,000 /month",6 Months
5602,1.0,Social Media Marketing,Dovelp IT Services Private Limited,Work From Home,"₹ 5,000-10,000 /month",6 Months
5603,,Technical Recruitment,TrueDad Global Technologies Private Limited,Work From Home,"₹ 5,000 /month",6 Months
5604,,Content Writing,Heart It Out,Work From Home,"₹ 3,000 lump sum",3 Months
5605,,Business Development (Sales),Byte Web Solutions,Kota,"₹ 2,000 /month +  Incentives",1 Month
5606,,Human Resources (HR),Ampug Solutions,Bangalore,"₹ 6,000-10,000 /month",6 Months
5607,,Finance & Accounting,I95Dev,Hyderabad,"₹ 10,000 /month",3 Months
5608,1.0,Research & Development - Voter Analysis,Think Of It Foundation,Work From Home,Unpaid,4 Months
5609,,Marketing,Koozies Ice Cream,Delhi,"₹ 8,000 /month",2 Months
5610,,Graphic Design,Flikko Technologies Private Limited,Navi Mumbai,"₹ 8,000 /month",3 Months
5611,1.0,Graphic Design,Ladder Media,Work From Home,"₹ 10,000 /month",6 Months
5612,,Web Development (Angular & Android),Real IT Solutions,Pune,"₹ 5,000 /month",6 Months
5613,1.0,Social Media Marketing,Fashion TV India,Ghaziabad,"₹ 6,000 /month",3 Months
5614,1.0,Digital Marketing,Fashion TV India,Ghaziabad,"₹ 6,000 /month",3 Months
5615,1.0,Social Media Marketing,Global ETree Services Private Limited,Delhi,"₹ 8,000 /month",4 Months
5616,1.0,Software Testing,Avancer Corporation,Delhi,"₹ 7,000-10,000 /month",6 Months
5617,1.0,Stock Market,ADS Media,Work From Home,"₹ 5,000 /month +  Incentives",1 Month
5618,1.0,Online Science Teaching (Elementary School),Vikalp India Private Limited,Work From Home,"₹ 5,000-8,000 /month",6 Months
5619,,Digital Marketing,Tag8,Mumbai,"₹ 10,000 /month",6 Months
5620,1.0,Search Engine Optimization (SEO),Avancer Corporation,Delhi,"₹ 7,000-10,000 /month",6 Months
5621,1.0,Stock Market,Team Work Financial Solution Services,Work From Home,"₹ 3,000 /month +  Incentives",1 Month
5622,1.0,Mockups - Visual Communication,The Souled Store,Mumbai,"₹ 10,000 /month",2 Months
5623,,Digital Marketing,Apping Technology India Private Limited,Mumbai,"₹ 10,000 /month",6 Months
5624,1.0,Invoice Creation,Garmin Express Updater,Work From Home,"₹ 5,000 /month",6 Months
5625,1.0,Company Secretary (CS),C-Quel Management Services Private Limited,Work From Home,"₹ 10,000 /month",6 Months
5626,,Sustainability Coordinator,UnitedWorks,Work From Home,"₹ 5,000 /month +  Incentives",3 Months
5627,1.0,Inside Sales,Altx Convergence Private Limited,Work From Home,"₹ 1,500 /month +  Incentives",6 Months
5628,,HR Consultant,Macro Resources Private Limited,Gurgaon,"₹ 10,000-12,000 /month",3 Months
5629,1.0,Fashion Consulting,Joyous Trendz Limited,Work From Home,"₹ 5,000 /month",6 Months
5630,,Client Servicing,BrandMatterz,Pune,"₹ 6,000 /month",2 Months
5631,1.0,Email Marketing,Dovelp IT Services Private Limited,Kharar,"₹ 5,000-10,000 /month",6 Months
5632,,Photography,Studio 11 Productions,Mumbai,"₹ 5,000 /month",6 Months
5633,,Digital Marketing,Healthy Treat,Jaipur,"₹ 2,000 /month",1 Month
5634,,Graphic Design,GeeBee Education Private Limited,Pune,"₹ 10,000-15,000 /month",3 Months
5635,,Search Engine Optimization (SEO),Aakarist Private Limited,Faridabad,"₹ 4,000-12,000 /month",6 Months
5636,,Content Writing,Level Fittech Private Limited,Mumbai,"₹ 8,000 /month",3 Months
5637,1.0,PHP Development,W3Dev,Noida,"₹ 5,000-7,000 /month",3 Months
5638,,Business Development (Sales),Stillsweb Technologies Private Limited,Work From Home,"₹ 1,500 /month",2 Months
5639,,Social Media Marketing,Renew Waters,Work From Home,"₹ 2,500-5,000 /month",3 Months
5640,,Travel Consultant,Indiafin Technologies Limited,Noida,"₹ 3,000-5,000 /month",3 Months
5641,,Telecalling,GHARPAYY,Work From Home,"₹ 3,000 lump sum",1 Month
5642,1.0,Operations,Paathshala Spark,Work From Home,"₹ 5,000 /month",3 Months
5643,,Business Development (Sales),Uproar Dance Academy,Work From Home,"₹ 2,000 /month +  Incentives",3 Months
5644,1.0,Game Development,Cats In Lab Coats Technologies,Work From Home,"₹ 12,500 /month",3 Months
5645,1.0,Creative Writing,Your Retail Coach (YRC),Work From Home,"₹ 5,000 /month",2 Months
5646,1.0,Email Marketing,Lawtech,Work From Home,"₹ 5,000-7,000 /month",3 Months
5647,,Human Resources (HR),iTech Mission Private Limited,Delhi,"₹ 10,000 /month",6 Months
5648,1.0,Human Resources (HR),PhonePe Private Limited,Bangalore,"₹ 20,000 /month",3 Months
5649,1.0,Search Engine Optimization (SEO),Infoware,Work From Home,"₹ 4,000-7,000 /month",4 Months
5650,,Talent Acquisition,Sutra Services Private Limited,Mumbai,"₹ 10,000-14,000 /month",6 Months
5651,1.0,Human Resources (HR),Intesome,Work From Home,"₹ 5,000 /month",6 Months
5652,,Search Engine Optimization (SEO),Refine Interactive,Work From Home,"₹ 2,500 /month +  Incentives",6 Months
5653,,Marketing,Happy Fitto,Bangalore,"₹ 2,000-3,000 /month",1 Month
5654,,Business Development (Sales),Hex Business Innovations,Faridabad,"₹ 10,000 /month",6 Months
5655,,Business Development (Sales),Bhash Software Labs Private Limited,Bangalore,"₹ 17,000 /month",4 Months
5656,,Business Development (Sales),Real Time Network Private Limited,Work From Home,"₹ 15,000 /month",6 Months
5657,1.0,Sales,Decathlon Sport India Private Limited,Mumbai,"₹ 8,000 /month +  Incentives",2 Months
5658,,Media & Public Relations (PR),Bizzcom Solutions,Work From Home,"₹ 3,000-5,000 /month",3 Months
5659,,Business Development (Sales),Vigorus Healthtech Private Limited,Jaipur,"₹ 9,000-12,000 /month",6 Months
5660,1.0,Recruitment,Talent Support Solutions,Bangalore,"₹ 10,000 /month",6 Months
5661,,Video Making/Editing,Patel Mubarak Ibrahim,Work From Home,"₹ 8,000-10,000 /month",6 Months
5662,1.0,Content Writing (Social Media Content),RaftLabs,Work From Home,"₹ 7,000 /month",6 Months
5663,1.0,Project Analytics,NatWest Group,Gurgaon,"₹ 45,000 /month",6 Months
5664,,UX/UI Design,Samantechnosys,Mumbai,"₹ 10,000 /month",3 Months
5665,,Business Development (Sales),Techmihirnaik Group,Dehradun,"₹ 10,000 /month +  Incentives",2 Months
5666,,Digital Marketing,DigiManic,Work From Home,"₹ 5,000 /month",6 Months
5667,,Cinematography,Kaalia Productions,Bangalore,"₹ 10,000 /month",3 Months
5668,1.0,Search Engine Optimization (SEO),Templatolio,Delhi,"₹ 10,000 /month",3 Months
5669,1.0,Telecalling,Fashion TV India,Pune,"₹ 5,000 /month +  Incentives",6 Months
5670,1.0,Digital Marketing,Grape Events Private Limited,Work From Home,"₹ 2,000 /month",6 Months
5671,,Brand Marketing,BluEncore,Chennai,"₹ 2,500 /month +  Incentives",3 Months
5672,,Search Engine Optimization (SEO),Googli Study,Work From Home,"₹ 1,000 /month",6 Weeks
5673,1.0,Human Resources (HR),QuadB Tech,Ludhiana,"₹ 7,000-11,000 /month",6 Months
5674,,Insurance Consulting,Bajaj Allianz Life Insurance Company,Work From Home,"₹ 1,000 /month +  Incentives",6 Months
5675,1.0,Digital Marketing,QuadB Tech,Work From Home,"₹ 5,000-15,000 /month",6 Months
5676,1.0,Graphic Design,QuadB Tech,Work From Home,"₹ 5,000-15,000 /month",6 Months
5677,,Social Media Marketing,Wali  Mohd,Gurgaon,"₹ 10,000-15,000 /month",2 Months
5678,,Video Making/Editing,Auli Lifestyle,Kolkata,"₹ 8,000 /month",6 Months
5679,,Photography,Tanmay Sachin Foundation,Mumbai,"₹ 5,000-8,000 /month",1 Month
5680,,Business Development (Sales),Tanmay Sachin Foundation,Work From Home,"₹ 15,000-20,000 lump sum",1 Month
5681,1.0,Content Writing,Exdera,Bangalore,"₹ 6,000 /month",3 Months
5682,1.0,Human Resources (HR),Cynergi,Mumbai,"₹ 3,000 /month",3 Months
5683,,"Social Media Marketing Internship (in office) in Greater Noida, Noida",Tobron Knits Private Limited,Greater Noida,"₹ 8,000-12,000 /month",6 Months
5684,,Information Technology,Ambertag Analytics Private Limited,Bangalore,"₹ 8,000 /month",6 Months
5685,,Client Servicing,Parity Cube Private Limited,Mumbai,"₹ 5,000 /month",3 Months
5686,,Marketing,Screenzy Commercials LLP,Kolkata,"₹ 5,000 /month",3 Months
5687,,Digital Marketing,Omeducom Solutions Private Limited,Jaipur,"₹ 6,000 /month",3 Months
5688,,Engineering,JVS Group,Ahmedabad,"₹ 10,000 /month",6 Months
5689,,Operations,Upwards & Emerging Private Limited,Bhilwara,"₹ 10,000 /month",2 Months
5690,1.0,Motion Graphics,ByteEDGE Learning Private Limited,Gurgaon,"₹ 15,000 /month",6 Months
5691,1.0,Human Resources (HR),Freelancerecruiter.in,Dehradun,"₹ 5,000 /month +  Incentives",3 Months
5692,,General Management,Center For International Promotion Of Sports & Arts (CIPSA),Pune,"₹ 2,500 /month",6 Months
5693,1.0,Business Analytics,ERP Launchpad,Work From Home,"₹ 4,000 /month",2 Months
5694,,Project Management,M3 Avenue Associates Private Limited,Hyderabad,"₹ 2,000-4,000 /month",4 Months
5695,,Travel & Tourism,A2N Air Conditioning,Mumbai,"₹ 3,000-7,000 /month",3 Months
5696,,Web Development,OmniSoft Consulting,Dehradun,"₹ 2,000 /month",3 Months
5697,1.0,Data Science (Advanced Python),TerraBlue XT,Bangalore,"₹ 10,000 /month",6 Months
5698,,Graphic Design,A2N,Mumbai,"₹ 5,000-9,000 /month",3 Months
5699,1.0,Digital Marketing,Altx Convergence Private Limited,Work From Home,"₹ 15,000 /month",6 Months
5700,,Reel Creation,Eyewearlabs,Mumbai,"₹ 10,000-13,000 /month",3 Months
5701,1.0,Psychology,TerraBlue XT,Bangalore,"₹ 10,000 /month",6 Months
5702,,Sales,La Vie En Rose,Delhi,"₹ 7,000 /month +  Incentives",1 Month
5703,,Video Editing,ECom Business TALK,Work From Home,"₹ 5,000 /month",6 Months
5704,1.0,Fashion Merchandising,ENL Enterprises,Noida,"₹ 5,000 /month",3 Months
5705,,Video Making/Editing,Mrigank  Anand,Work From Home,"₹ 8,000 /month",6 Months
5706,,Business Development (Sales),Jain Tutorials,Mumbai,"₹ 6,000 /month",2 Months
5707,1.0,Accounts,Garmin Express Updater,Work From Home,"₹ 5,000 /month",6 Months
5708,1.0,Business Development,Firebond,Work From Home,"₹ 10,000 /month",3 Months
5709,1.0,Content Operations,Saregama India Limited,Mumbai,"₹ 5,000-10,000 /month",6 Months
5710,,Business Development (Sales),Econaur,Jaipur,"₹ 8,000-12,000 /month",4 Months
5711,1.0,Business Performance,Airbus Group India Private Limited,Bangalore,"₹ 30,000 /month",3 Months
5712,1.0,Flutter Development,GharChalo,Work From Home,"₹ 8,000 /month",6 Months
5713,1.0,Video Making/Editing,Regrob,Boriwali,"₹ 18,000-25,000 /month",2 Months
5714,1.0,Project Research,Sarvam Foundation,Work From Home,Unpaid,3 Months
5715,1.0,Subject Matter Expert (SME),Credque,Bangalore,"₹ 7,500 /month",3 Months
5716,1.0,Corporate Sales,Credque,Work From Home,"₹ 10,000-20,000 /month",3 Months
5717,,Operations,Unacademy,Bangalore,"₹ 10,000 /month",2 Months
5718,1.0,Unity Android Game Environment Design,MB Softech Consultants,Work From Home,"₹ 5,000-15,000 /month",3 Months
5719,1.0,Graphic Design Poster & Logo Design,MB Softech Consultants,Work From Home,"₹ 5,000-15,000 /month",2 Months
5720,,Sales,Teaddle Media (OPC) Private Limited,Work From Home,"₹ 5,000 /month +  Incentives",3 Months
5721,1.0,Search Engine Optimization (SEO),Impact Design Solutions Private Limited,Delhi,"₹ 7,500 /month",3 Months
5722,1.0,Delegates Acquisition,Group Futurista,Work From Home,"₹ 6,000 /month +  Incentives",6 Months
5723,,Fashion Styling,SALVE,Delhi,"₹ 6,000 /month",3 Months
5724,,Computer Vision/Game Development,Kontiki Innovation Labs,Work From Home,"₹ 20,000-30,000 /month",2 Months
5725,,Game Development (Unity/AR),Kontiki Innovation Labs,Work From Home,"₹ 25,000-30,000 /month",2 Months
5726,1.0,Chartered Accountancy (CA),Sanjeev Garg,Pitampura,"₹ 2,000-10,000 /month",36 Months
5727,1.0,Marketing,Avaesa,Chennai,"₹ 10,000-20,000 /month",2 Months
5728,1.0,Social Media Marketing,Avaesa,Chennai,"₹ 4,000-7,000 /month",3 Months
5729,1.0,Front End Development,Quizzy,Work From Home,"₹ 15,000 /month",1 Month
5730,,Recruitment Consultant,TeamLease Services,Bangalore,"₹ 6,500 /month",3 Months
5731,1.0,UI/UX Design,Quizzy,Work From Home,"₹ 10,000 /month",1 Month
5732,1.0,Content Curation (CLAT PG),Lawtech,Work From Home,"₹ 6,000-8,000 /month",4 Months
5733,1.0,Content Curation (CLAT UG),Lawtech,Work From Home,"₹ 6,000-8,000 /month",4 Months
5734,1.0,Data Entry,Lawtech,Work From Home,"₹ 6,000-8,000 /month",4 Months
5735,,Django Development,Ibrat Innovations,Delhi,"₹ 10,000-12,000 /month",3 Months
5736,1.0,AI (For Product Improvement),H. Solos Cargo Limited Company (HSC),Work From Home,"₹ 4,120 /month +  Incentives",2 Months
5737,1.0,Graphics Art,Anq Digital Finserv Private Limited,Bangalore,"₹ 12,000-20,000 /month",1 Month
5738,1.0,Canva Pro Video Editing,Krsh Welfare Foundation,Work From Home,Unpaid,1 Month
5739,1.0,Organizational Psychology Research,Krsh Welfare Foundation,Work From Home,Unpaid,1 Month
5740,1.0,Content Writing (Business & Economics),Pledge A Smile Foundation,Work From Home,"₹ 15,000-20,000 /month",6 Months
5741,,Academic Content Creation (Advance Physics/Physics),Guidofie,Work From Home,"₹ 10,000 /month +  Incentives",3 Months
5742,1.0,Telecalling,Odavaas Lifestyle Private Limited,Work From Home,"₹ 4,000 /month",3 Months
5743,1.0,GIS,Cats In Lab Coats Technologies,Work From Home,"₹ 12,000 /month",3 Months
5744,1.0,Animation,Cats In Lab Coats Technologies,Work From Home,"₹ 12,000 /month",1 Month
5745,1.0,Reel Creation,Unimonks,Work From Home,"₹ 3,500-8,000 /month",4 Months
5746,1.0,Newspaper Design,Unimonks,Delhi,"₹ 3,500-6,000 /month",2 Months
5747,1.0,Journalism,Unimonks,Delhi,"₹ 3,500-8,000 /month",2 Months
5748,1.0,Full Stack Development,Dovelp IT Services Private Limited,Sahibzada Ajit Singh Nagar,"₹ 5,000-15,000 /month",6 Months
5749,1.0,Talent Acquisition,Dovelp IT Services Private Limited,Mohali,"₹ 8,000-15,000 /month",6 Months
5750,1.0,WordPress Development,Dovelp IT Services Private Limited,Kharar,"₹ 5,000-10,000 /month",6 Months
5751,1.0,Machine Learning,Cats In Lab Coats Technologies,Work From Home,"₹ 6,000 /month",3 Months
5752,1.0,Content Writing,Dovelp IT Services Private Limited,Mohali,"₹ 5,000-10,000 /month",6 Months
5753,1.0,Human Resources (HR),Dovelp IT Services Private Limited,Mohali,"₹ 8,000-15,000 /month",6 Months
5754,1.0,Educational Content Illustration,Unimonks,Delhi,"₹ 3,500-8,000 /month",3 Months
5755,1.0,Creative Design,Unimonks,Delhi,"₹ 3,500-11,000 /month",3 Months
5756,1.0,Teaching,Unimonks,Delhi,"₹ 4,500-13,000 /month",5 Months
5757,1.0,Anchoring,Unimonks,Delhi,"₹ 3,500-8,000 /month",5 Months
5758,1.0,Administration,Reverr,Work From Home,"₹ 2,000-5,000 /month",3 Months
5759,1.0,Search Engine Optimization (SEO),Reverr,Work From Home,"₹ 3,000-6,000 /month",3 Months
5760,1.0,Business Development Management,Across The Globe (ATG),Work From Home,"₹ 1,000-1,500 /month",6 Months
5761,,Mobile App Development,Picostone,Mumbai,"₹ 8,000 /month",3 Months
5762,,Content Writing,Teaddle Media (OPC) Private Limited,Work From Home,"₹ 4,500 /month",3 Months
5763,1.0,WordPress Development,Garmin Express Updater,Work From Home,"₹ 4,000 /month",6 Months
5764,,Volunteering/Social Work,Nanjil Anand Foundation,Bangalore,Unpaid,3 Months
5765,,Sales & Marketing,Nanjil Win Global Management Consulting Private Limited,Bangalore,"₹ 10,000 /month",3 Months
5766,,PHP Development,Phaino IT Solutions,Mumbai,"₹ 8,000-10,000 /month",6 Months
5767,1.0,Quality Analyst,Internshala Trainings,Gurgaon,"₹ 18,000 /month",6 Months
5768,,Game Development,BoredLeaders Games Private Limited,Work From Home,"₹ 10,000 /month",6 Months
5769,,Ecommerce Product,Wallter Systems Private Limited,Bangalore,"₹ 8,000 /month",6 Months
5770,,Business Development,Uravu Labs,Bangalore,"₹ 12,000 /month",6 Months
5771,,Content Writing,RV Web,Work From Home,"₹ 1,500 /month",3 Months
5772,,C++ Algo Trading Development,Crowd Wisdom Trading,Work From Home,"₹ 5,000 /month",6 Months
5773,,LaTeX Content Typing (Mathematics),Adhyayanam,Work From Home,"₹ 1,000 /month",2 Months
5774,1.0,Field Sales,AegisCovenant,Ahmedabad,"₹ 15,000 /month",6 Months
5775,,Digital Marketing,AtumX,Chennai,"₹ 3,000-8,000 /month",3 Months
5776,,Business Development (Sales),Boho Retreat,Bangalore,"₹ 15,000 /month",2 Months
5777,1.0,Content Writing (Football),FirstSportz,Work From Home,"₹ 6,000 /month",3 Months
5778,,Content Writing,Excellanto,Delhi,"₹ 12,000-15,000 /month",6 Months
5779,1.0,Content Development (Class 12 - Mathematics),Contour Education,Work From Home,"₹ 10,000 /month",6 Months
5780,1.0,Accounts & Administration,Paathshala Spark,Work From Home,"₹ 5,000 /month",3 Months
5781,1.0,Field Sales,CoreFini Marketing Private Limited,Ambala,"₹ 6,000 /month +  Incentives",3 Months
5782,1.0,Human Resources (HR),INGSOL LLP,Noida,"₹ 10,000 /month",3 Months
5783,1.0,Cold Calling (Onsite),Metaverse Ventures Private Limited,Hyderabad,"₹ 15,000 /month",3 Months
5784,1.0,Sales,Times Internet,Noida,"₹ 10,000 /month",6 Months
5785,1.0,HR,Infotek Software & Systems Private Limited,Pune,"₹ 10,000 /month",6 Months
5786,1.0,Video Making/Editing/Reels Marketing,MB Softech Consultants,Work From Home,"₹ 5,000-10,000 /month",1 Month
5787,1.0,Search Engine Optimization (SEO),Urbot,Delhi,"₹ 5,000-10,000 /month",6 Months
5788,,Marketing & Operations,Unfold Culture Catalyst Private Limited,Bangalore,"₹ 6,000-8,000 /month",6 Months
5789,1.0,Digital Marketing,CollegeTips Ed Tech Media Private Limited,Work From Home,"₹ 10,000 /month",1 Month
5790,1.0,Operations,CollegeTips Ed Tech Media Private Limited,Work From Home,"₹ 10,000 /month",1 Month
5791,1.0,Media & Public Relations (PR),CollegeTips Ed Tech Media Private Limited,Work From Home,"₹ 10,000 /month",1 Month
5792,1.0,Product Design,Pawzz,Gurgaon,"₹ 5,000-15,000 /month",6 Months
5793,1.0,Environment Design (Unreal Engine 5),MB Softech Consultants,Work From Home,"₹ 5,000-20,000 /month",1 Month
5794,1.0,Unreal Engine Blueprint C++ Programming,MB Softech Consultants,Work From Home,"₹ 7,000-20,000 /month",1 Month
5795,1.0,Video Editing/Directing,Wedsin Limited,Work From Home,"₹ 5,000-20,000 /month",3 Months
5796,1.0,Sound/Audio Engineering Gaming,MB Softech Consultants,Work From Home,"₹ 5,000-15,000 /month",1 Month
5797,1.0,3D Modelling & Texturing For Game Asset (Blender/Maya/Substance Painter),MB Softech Consultants,Work From Home,"₹ 5,000-20,000 /month",1 Month
5798,1.0,Technical Product Strategy,Agile RecruiTech LLP,Work From Home,"₹ 4,000 /month",6 Months
5799,1.0,Technical Product Strategy,DeepThought Edutech Ventures Private Limited,Work From Home,"₹ 4,000 /month",6 Months
